,orderid,customerid,employeeid,orderdate,shippeddate,shipvia,freight,productid,unitprice,quantity,discount
651,10494,COMMI,4,1997-04-02,1997-04-09,2,65.99,56,30.4,30,0
652,10495,LAUGB,3,1997-04-03,1997-04-11,3,4.65,23,7.2,10,0
653,10495,LAUGB,3,1997-04-03,1997-04-11,3,4.65,41,7.7,20,0
654,10495,LAUGB,3,1997-04-03,1997-04-11,3,4.65,77,10.4,5,0
655,10496,TRADH,7,1997-04-04,1997-04-07,2,46.77,31,10,20,0.05
656,10497,LEHMS,7,1997-04-04,1997-04-07,1,36.21,56,30.4,14,0
657,10497,LEHMS,7,1997-04-04,1997-04-07,1,36.21,72,27.8,25,0
658,10497,LEHMS,7,1997-04-04,1997-04-07,1,36.21,77,10.4,25,0
659,10498,HILAA,8,1997-04-07,1997-04-11,2,29.75,24,4.5,14,0
660,10498,HILAA,8,1997-04-07,1997-04-11,2,29.75,40,18.4,5,0
661,10498,HILAA,8,1997-04-07,1997-04-11,2,29.75,42,14,30,0
662,10499,LILAS,4,1997-04-08,1997-04-16,2,102.02,28,45.6,20,0
663,10499,LILAS,4,1997-04-08,1997-04-16,2,102.02,49,20,25,0
664,10500,LAMAI,6,1997-04-09,1997-04-17,1,42.68,15,15.5,12,0.05
665,10500,LAMAI,6,1997-04-09,1997-04-17,1,42.68,28,45.6,8,0.05
666,10501,BLAUS,9,1997-04-09,1997-04-16,3,8.85,54,7.45,20,0
667,10502,PERIC,2,1997-04-10,1997-04-29,1,69.32,45,9.5,21,0
668,10502,PERIC,2,1997-04-10,1997-04-29,1,69.32,53,32.8,6,0
669,10502,PERIC,2,1997-04-10,1997-04-29,1,69.32,67,14,30,0
670,10503,HUNGO,6,1997-04-11,1997-04-16,2,16.74,14,23.25,70,0
671,10503,HUNGO,6,1997-04-11,1997-04-16,2,16.74,65,21.05,20,0
672,10504,WHITC,4,1997-04-11,1997-04-18,3,59.13,2,19,12,0
673,10504,WHITC,4,1997-04-11,1997-04-18,3,59.13,21,10,12,0
674,10504,WHITC,4,1997-04-11,1997-04-18,3,59.13,53,32.8,10,0
675,10504,WHITC,4,1997-04-11,1997-04-18,3,59.13,61,28.5,25,0
676,10505,MEREP,3,1997-04-14,1997-04-21,3,7.13,62,49.3,3,0
677,10506,KOENE,9,1997-04-15,1997-05-02,2,21.19,25,14,18,0.1
678,10506,KOENE,9,1997-04-15,1997-05-02,2,21.19,70,15,14,0.1
679,10507,ANTON,7,1997-04-15,1997-04-22,1,47.45,43,46,15,0.15
680,10507,ANTON,7,1997-04-15,1997-04-22,1,47.45,48,12.75,15,0.15
681,10508,OTTIK,1,1997-04-16,1997-05-13,2,4.99,13,6,10,0
682,10508,OTTIK,1,1997-04-16,1997-05-13,2,4.99,39,18,10,0
683,10509,BLAUS,4,1997-04-17,1997-04-29,1,0.15,28,45.6,3,0
684,10510,SAVEA,6,1997-04-18,1997-04-28,3,367.63,29,123.79,36,0
685,10510,SAVEA,6,1997-04-18,1997-04-28,3,367.63,75,7.75,36,0.1
686,10511,BONAP,4,1997-04-18,1997-04-21,3,350.64,4,22,50,0.15
687,10511,BONAP,4,1997-04-18,1997-04-21,3,350.64,7,30,50,0.15
688,10511,BONAP,4,1997-04-18,1997-04-21,3,350.64,8,40,10,0.15
689,10512,FAMIA,7,1997-04-21,1997-04-24,2,3.53,24,4.5,10,0.15
690,10512,FAMIA,7,1997-04-21,1997-04-24,2,3.53,46,12,9,0.15
691,10512,FAMIA,7,1997-04-21,1997-04-24,2,3.53,47,9.5,6,0.15
692,10512,FAMIA,7,1997-04-21,1997-04-24,2,3.53,60,34,12,0.15
693,10513,WANDK,7,1997-04-22,1997-04-28,1,105.65,21,10,40,0.2
694,10513,WANDK,7,1997-04-22,1997-04-28,1,105.65,32,32,50,0.2
695,10513,WANDK,7,1997-04-22,1997-04-28,1,105.65,61,28.5,15,0.2
696,10514,ERNSH,3,1997-04-22,1997-05-16,2,789.95,20,81,39,0
697,10514,ERNSH,3,1997-04-22,1997-05-16,2,789.95,28,45.6,35,0
698,10514,ERNSH,3,1997-04-22,1997-05-16,2,789.95,56,38,70,0
699,10514,ERNSH,3,1997-04-22,1997-05-16,2,789.95,65,21.05,39,0
700,10514,ERNSH,3,1997-04-22,1997-05-16,2,789.95,75,7.75,50,0
701,10515,QUICK,2,1997-04-23,1997-05-23,1,204.47,9,97,16,0.15
702,10515,QUICK,2,1997-04-23,1997-05-23,1,204.47,16,17.45,50,0
703,10515,QUICK,2,1997-04-23,1997-05-23,1,204.47,27,43.9,120,0
704,10515,QUICK,2,1997-04-23,1997-05-23,1,204.47,33,2.5,16,0.15
705,10515,QUICK,2,1997-04-23,1997-05-23,1,204.47,60,34,84,0.15
706,10516,HUNGO,2,1997-04-24,1997-05-01,3,62.78,18,62.5,25,0.1
707,10516,HUNGO,2,1997-04-24,1997-05-01,3,62.78,41,9.65,80,0.1
708,10516,HUNGO,2,1997-04-24,1997-05-01,3,62.78,42,14,20,0
709,10517,NORTS,3,1997-04-24,1997-04-29,3,32.07,52,7,6,0
710,10517,NORTS,3,1997-04-24,1997-04-29,3,32.07,59,55,4,0
711,10517,NORTS,3,1997-04-24,1997-04-29,3,32.07,70,15,6,0
712,10518,TORTU,4,1997-04-25,1997-05-05,2,218.15,24,4.5,5,0
713,10518,TORTU,4,1997-04-25,1997-05-05,2,218.15,38,263.5,15,0
714,10518,TORTU,4,1997-04-25,1997-05-05,2,218.15,44,19.45,9,0
715,10519,CHOPS,6,1997-04-28,1997-05-01,3,91.76,10,31,16,0.05
716,10519,CHOPS,6,1997-04-28,1997-05-01,3,91.76,56,38,40,0
717,10519,CHOPS,6,1997-04-28,1997-05-01,3,91.76,60,34,10,0.05
718,10520,SANTG,7,1997-04-29,1997-05-01,1,13.37,24,4.5,8,0
719,10520,SANTG,7,1997-04-29,1997-05-01,1,13.37,53,32.8,5,0
720,10521,CACTU,8,1997-04-29,1997-05-02,2,17.22,35,18,3,0
721,10521,CACTU,8,1997-04-29,1997-05-02,2,17.22,41,9.65,10,0
722,10521,CACTU,8,1997-04-29,1997-05-02,2,17.22,68,12.5,6,0
723,10522,LEHMS,4,1997-04-30,1997-05-06,1,45.33,1,18,40,0.2
724,10522,LEHMS,4,1997-04-30,1997-05-06,1,45.33,8,40,24,0
725,10522,LEHMS,4,1997-04-30,1997-05-06,1,45.33,30,25.89,20,0.2
726,10522,LEHMS,4,1997-04-30,1997-05-06,1,45.33,40,18.4,25,0.2
727,10523,SEVES,7,1997-05-01,1997-05-30,2,77.63,17,39,25,0.1
728,10523,SEVES,7,1997-05-01,1997-05-30,2,77.63,20,81,15,0.1
729,10523,SEVES,7,1997-05-01,1997-05-30,2,77.63,37,26,18,0.1
730,10523,SEVES,7,1997-05-01,1997-05-30,2,77.63,41,9.65,6,0.1
731,10524,BERGS,1,1997-05-01,1997-05-07,2,244.79,10,31,2,0
732,10524,BERGS,1,1997-05-01,1997-05-07,2,244.79,30,25.89,10,0
733,10524,BERGS,1,1997-05-01,1997-05-07,2,244.79,43,46,60,0
734,10524,BERGS,1,1997-05-01,1997-05-07,2,244.79,54,7.45,15,0
735,10525,BONAP,1,1997-05-02,1997-05-23,2,11.06,36,19,30,0
736,10525,BONAP,1,1997-05-02,1997-05-23,2,11.06,40,18.4,15,0.1
737,10526,WARTH,4,1997-05-05,1997-05-15,2,58.59,1,18,8,0.15
738,10526,WARTH,4,1997-05-05,1997-05-15,2,58.59,13,6,10,0
739,10526,WARTH,4,1997-05-05,1997-05-15,2,58.59,56,38,30,0.15
740,10527,QUICK,7,1997-05-05,1997-05-07,1,41.9,4,22,50,0.1
741,10527,QUICK,7,1997-05-05,1997-05-07,1,41.9,36,19,30,0.1
742,10528,GREAL,6,1997-05-06,1997-05-09,2,3.35,11,21,3,0
743,10528,GREAL,6,1997-05-06,1997-05-09,2,3.35,33,2.5,8,0.2
744,10528,GREAL,6,1997-05-06,1997-05-09,2,3.35,72,34.8,9,0
745,10529,MAISD,5,1997-05-07,1997-05-09,2,66.69,55,24,14,0
746,10529,MAISD,5,1997-05-07,1997-05-09,2,66.69,68,12.5,20,0
747,10529,MAISD,5,1997-05-07,1997-05-09,2,66.69,69,36,10,0
748,10530,PICCO,3,1997-05-08,1997-05-12,2,339.22,17,39,40,0
749,10530,PICCO,3,1997-05-08,1997-05-12,2,339.22,43,46,25,0
750,10530,PICCO,3,1997-05-08,1997-05-12,2,339.22,61,28.5,20,0
751,10530,PICCO,3,1997-05-08,1997-05-12,2,339.22,76,18,50,0
752,10531,OCEAN,7,1997-05-08,1997-05-19,1,8.12,59,55,2,0
753,10532,EASTC,7,1997-05-09,1997-05-12,3,74.46,30,25.89,15,0
754,10532,EASTC,7,1997-05-09,1997-05-12,3,74.46,66,17,24,0
755,10533,FOLKO,8,1997-05-12,1997-05-22,1,188.04,4,22,50,0.05
756,10533,FOLKO,8,1997-05-12,1997-05-22,1,188.04,72,34.8,24,0
757,10533,FOLKO,8,1997-05-12,1997-05-22,1,188.04,73,15,24,0.05
758,10534,LEHMS,8,1997-05-12,1997-05-14,2,27.94,30,25.89,10,0
759,10534,LEHMS,8,1997-05-12,1997-05-14,2,27.94,40,18.4,10,0.2
760,10534,LEHMS,8,1997-05-12,1997-05-14,2,27.94,54,7.45,10,0.2
761,10535,ANTON,4,1997-05-13,1997-05-21,1,15.64,11,21,50,0.1
762,10535,ANTON,4,1997-05-13,1997-05-21,1,15.64,40,18.4,10,0.1
763,10535,ANTON,4,1997-05-13,1997-05-21,1,15.64,57,19.5,5,0.1
764,10535,ANTON,4,1997-05-13,1997-05-21,1,15.64,59,55,15,0.1
765,10536,LEHMS,3,1997-05-14,1997-06-06,2,58.88,12,38,15,0.25
766,10536,LEHMS,3,1997-05-14,1997-06-06,2,58.88,31,12.5,20,0
767,10536,LEHMS,3,1997-05-14,1997-06-06,2,58.88,33,2.5,30,0
768,10536,LEHMS,3,1997-05-14,1997-06-06,2,58.88,60,34,35,0.25
769,10537,RICSU,1,1997-05-14,1997-05-19,1,78.85,31,12.5,30,0
770,10537,RICSU,1,1997-05-14,1997-05-19,1,78.85,51,53,6,0
771,10537,RICSU,1,1997-05-14,1997-05-19,1,78.85,58,13.25,20,0
772,10537,RICSU,1,1997-05-14,1997-05-19,1,78.85,72,34.8,21,0
773,10537,RICSU,1,1997-05-14,1997-05-19,1,78.85,73,15,9,0
774,10538,BSBEV,9,1997-05-15,1997-05-16,3,4.87,70,15,7,0
775,10538,BSBEV,9,1997-05-15,1997-05-16,3,4.87,72,34.8,1,0
776,10539,BSBEV,6,1997-05-16,1997-05-23,3,12.36,13,6,8,0
777,10539,BSBEV,6,1997-05-16,1997-05-23,3,12.36,21,10,15,0
778,10539,BSBEV,6,1997-05-16,1997-05-23,3,12.36,33,2.5,15,0
779,10539,BSBEV,6,1997-05-16,1997-05-23,3,12.36,49,20,6,0
780,10540,QUICK,3,1997-05-19,1997-06-13,3,1007.64,3,10,60,0
781,10540,QUICK,3,1997-05-19,1997-06-13,3,1007.64,26,31.23,40,0
782,10540,QUICK,3,1997-05-19,1997-06-13,3,1007.64,38,263.5,30,0
783,10540,QUICK,3,1997-05-19,1997-06-13,3,1007.64,68,12.5,35,0
784,10541,HANAR,2,1997-05-19,1997-05-29,1,68.65,24,4.5,35,0.1
785,10541,HANAR,2,1997-05-19,1997-05-29,1,68.65,38,263.5,4,0.1
786,10541,HANAR,2,1997-05-19,1997-05-29,1,68.65,65,21.05,36,0.1
787,10541,HANAR,2,1997-05-19,1997-05-29,1,68.65,71,21.5,9,0.1
788,10542,KOENE,1,1997-05-20,1997-05-26,3,10.95,11,21,15,0.05
789,10542,KOENE,1,1997-05-20,1997-05-26,3,10.95,54,7.45,24,0.05
790,10543,LILAS,8,1997-05-21,1997-05-23,2,48.17,12,38,30,0.15
791,10543,LILAS,8,1997-05-21,1997-05-23,2,48.17,23,9,70,0.15
792,10544,LONEP,4,1997-05-21,1997-05-30,1,24.91,28,45.6,7,0
793,10544,LONEP,4,1997-05-21,1997-05-30,1,24.91,67,14,7,0
794,10545,LAZYK,8,1997-05-22,1997-06-26,2,11.92,11,21,10,0
795,10546,VICTE,1,1997-05-23,1997-05-27,3,194.72,7,30,10,0
796,10546,VICTE,1,1997-05-23,1997-05-27,3,194.72,35,18,30,0
797,10546,VICTE,1,1997-05-23,1997-05-27,3,194.72,62,49.3,40,0
798,10547,SEVES,3,1997-05-23,1997-06-02,2,178.43,32,32,24,0.15
799,10547,SEVES,3,1997-05-23,1997-06-02,2,178.43,36,19,60,0
800,10548,TOMSP,3,1997-05-26,1997-06-02,2,1.43,34,14,10,0.25
801,10548,TOMSP,3,1997-05-26,1997-06-02,2,1.43,41,9.65,14,0
802,10549,QUICK,5,1997-05-27,1997-05-30,1,171.24,31,12.5,55,0.15
803,10549,QUICK,5,1997-05-27,1997-05-30,1,171.24,45,9.5,100,0.15
804,10549,QUICK,5,1997-05-27,1997-05-30,1,171.24,51,53,48,0.15
805,10550,GODOS,7,1997-05-28,1997-06-06,3,4.32,17,39,8,0.1
806,10550,GODOS,7,1997-05-28,1997-06-06,3,4.32,19,9.2,10,0
807,10550,GODOS,7,1997-05-28,1997-06-06,3,4.32,21,10,6,0.1
808,10550,GODOS,7,1997-05-28,1997-06-06,3,4.32,61,28.5,10,0.1
809,10551,FURIB,4,1997-05-28,1997-06-06,3,72.95,16,17.45,40,0.15
810,10551,FURIB,4,1997-05-28,1997-06-06,3,72.95,35,18,20,0.15
811,10551,FURIB,4,1997-05-28,1997-06-06,3,72.95,44,19.45,40,0
812,10552,HILAA,2,1997-05-29,1997-06-05,1,83.22,69,36,18,0
813,10552,HILAA,2,1997-05-29,1997-06-05,1,83.22,75,7.75,30,0
814,10553,WARTH,2,1997-05-30,1997-06-03,2,149.49,11,21,15,0
815,10553,WARTH,2,1997-05-30,1997-06-03,2,149.49,16,17.45,14,0
816,10553,WARTH,2,1997-05-30,1997-06-03,2,149.49,22,21,24,0
817,10553,WARTH,2,1997-05-30,1997-06-03,2,149.49,31,12.5,30,0
818,10553,WARTH,2,1997-05-30,1997-06-03,2,149.49,35,18,6,0
819,10554,OTTIK,4,1997-05-30,1997-06-05,3,120.97,16,17.45,30,0.05
820,10554,OTTIK,4,1997-05-30,1997-06-05,3,120.97,23,9,20,0.05
821,10554,OTTIK,4,1997-05-30,1997-06-05,3,120.97,62,49.3,20,0.05
822,10554,OTTIK,4,1997-05-30,1997-06-05,3,120.97,77,13,10,0.05
823,10555,SAVEA,6,1997-06-02,1997-06-04,3,252.49,14,23.25,30,0.2
824,10555,SAVEA,6,1997-06-02,1997-06-04,3,252.49,19,9.2,35,0.2
825,10555,SAVEA,6,1997-06-02,1997-06-04,3,252.49,24,4.5,18,0.2
826,10555,SAVEA,6,1997-06-02,1997-06-04,3,252.49,51,53,20,0.2
827,10555,SAVEA,6,1997-06-02,1997-06-04,3,252.49,56,38,40,0.2
828,10556,SIMOB,2,1997-06-03,1997-06-13,1,9.8,72,34.8,24,0
829,10557,LEHMS,9,1997-06-03,1997-06-06,2,96.72,64,33.25,30,0
830,10557,LEHMS,9,1997-06-03,1997-06-06,2,96.72,75,7.75,20,0
831,10558,AROUT,1,1997-06-04,1997-06-10,2,72.97,47,9.5,25,0
832,10558,AROUT,1,1997-06-04,1997-06-10,2,72.97,51,53,20,0
833,10558,AROUT,1,1997-06-04,1997-06-10,2,72.97,52,7,30,0
834,10558,AROUT,1,1997-06-04,1997-06-10,2,72.97,53,32.8,18,0
835,10558,AROUT,1,1997-06-04,1997-06-10,2,72.97,73,15,3,0
836,10559,BLONP,6,1997-06-05,1997-06-13,1,8.05,41,9.65,12,0.05
837,10559,BLONP,6,1997-06-05,1997-06-13,1,8.05,55,24,18,0.05
838,10560,FRANK,8,1997-06-06,1997-06-09,1,36.65,30,25.89,20,0
839,10560,FRANK,8,1997-06-06,1997-06-09,1,36.65,62,49.3,15,0.25
840,10561,FOLKO,2,1997-06-06,1997-06-09,2,242.21,44,19.45,10,0
841,10561,FOLKO,2,1997-06-06,1997-06-09,2,242.21,51,53,50,0
842,10562,REGGC,1,1997-06-09,1997-06-12,1,22.95,33,2.5,20,0.1
843,10562,REGGC,1,1997-06-09,1997-06-12,1,22.95,62,49.3,10,0.1
844,10563,RICAR,2,1997-06-10,1997-06-24,2,60.43,36,19,25,0
845,10563,RICAR,2,1997-06-10,1997-06-24,2,60.43,52,7,70,0
846,10564,RATTC,4,1997-06-10,1997-06-16,3,13.75,17,39,16,0.05
847,10564,RATTC,4,1997-06-10,1997-06-16,3,13.75,31,12.5,6,0.05
848,10564,RATTC,4,1997-06-10,1997-06-16,3,13.75,55,24,25,0.05
849,10565,MEREP,8,1997-06-11,1997-06-18,2,7.15,24,4.5,25,0.1
850,10565,MEREP,8,1997-06-11,1997-06-18,2,7.15,64,33.25,18,0.1
851,10566,BLONP,9,1997-06-12,1997-06-18,1,88.4,11,21,35,0.15
852,10566,BLONP,9,1997-06-12,1997-06-18,1,88.4,18,62.5,18,0.15
853,10566,BLONP,9,1997-06-12,1997-06-18,1,88.4,76,18,10,0
854,10567,HUNGO,1,1997-06-12,1997-06-17,1,33.97,31,12.5,60,0.2
855,10567,HUNGO,1,1997-06-12,1997-06-17,1,33.97,51,53,3,0
856,10567,HUNGO,1,1997-06-12,1997-06-17,1,33.97,59,55,40,0.2
857,10568,GALED,3,1997-06-13,1997-07-09,3,6.54,10,31,5,0
858,10569,RATTC,5,1997-06-16,1997-07-11,1,58.98,31,12.5,35,0.2
859,10569,RATTC,5,1997-06-16,1997-07-11,1,58.98,76,18,30,0
860,10570,MEREP,3,1997-06-17,1997-06-19,3,188.99,11,21,15,0.05
861,10570,MEREP,3,1997-06-17,1997-06-19,3,188.99,56,38,60,0.05
862,10571,ERNSH,8,1997-06-17,1997-07-04,3,26.06,14,23.25,11,0.15
863,10571,ERNSH,8,1997-06-17,1997-07-04,3,26.06,42,14,28,0.15
864,10572,BERGS,3,1997-06-18,1997-06-25,2,116.43,16,17.45,12,0.1
865,10572,BERGS,3,1997-06-18,1997-06-25,2,116.43,32,32,10,0.1
866,10572,BERGS,3,1997-06-18,1997-06-25,2,116.43,40,18.4,50,0
867,10572,BERGS,3,1997-06-18,1997-06-25,2,116.43,75,7.75,15,0.1
868,10573,ANTON,7,1997-06-19,1997-06-20,3,84.84,17,39,18,0
869,10573,ANTON,7,1997-06-19,1997-06-20,3,84.84,34,14,40,0
870,10573,ANTON,7,1997-06-19,1997-06-20,3,84.84,53,32.8,25,0
871,10574,TRAIH,4,1997-06-19,1997-06-30,2,37.6,33,2.5,14,0
872,10574,TRAIH,4,1997-06-19,1997-06-30,2,37.6,40,18.4,2,0
873,10574,TRAIH,4,1997-06-19,1997-06-30,2,37.6,62,49.3,10,0
874,10574,TRAIH,4,1997-06-19,1997-06-30,2,37.6,64,33.25,6,0
875,10575,MORGK,5,1997-06-20,1997-06-30,1,127.34,59,55,12,0
876,10575,MORGK,5,1997-06-20,1997-06-30,1,127.34,63,43.9,6,0
877,10575,MORGK,5,1997-06-20,1997-06-30,1,127.34,72,34.8,30,0
878,10575,MORGK,5,1997-06-20,1997-06-30,1,127.34,76,18,10,0
879,10576,TORTU,3,1997-06-23,1997-06-30,3,18.56,1,18,10,0
880,10576,TORTU,3,1997-06-23,1997-06-30,3,18.56,31,12.5,20,0
881,10576,TORTU,3,1997-06-23,1997-06-30,3,18.56,44,19.45,21,0
882,10577,TRAIH,9,1997-06-23,1997-06-30,2,25.41,39,18,10,0
883,10577,TRAIH,9,1997-06-23,1997-06-30,2,25.41,75,7.75,20,0
884,10577,TRAIH,9,1997-06-23,1997-06-30,2,25.41,77,13,18,0
885,10578,BSBEV,4,1997-06-24,1997-07-25,3,29.6,35,18,20,0
886,10578,BSBEV,4,1997-06-24,1997-07-25,3,29.6,57,19.5,6,0
887,10579,LETSS,1,1997-06-25,1997-07-04,2,13.73,15,15.5,10,0
888,10579,LETSS,1,1997-06-25,1997-07-04,2,13.73,75,7.75,21,0
889,10580,OTTIK,4,1997-06-26,1997-07-01,3,75.89,14,23.25,15,0.05
890,10580,OTTIK,4,1997-06-26,1997-07-01,3,75.89,41,9.65,9,0.05
891,10580,OTTIK,4,1997-06-26,1997-07-01,3,75.89,65,21.05,30,0.05
892,10581,FAMIA,3,1997-06-26,1997-07-02,1,3.01,75,7.75,50,0.2
893,10582,BLAUS,3,1997-06-27,1997-07-14,2,27.71,57,19.5,4,0
894,10582,BLAUS,3,1997-06-27,1997-07-14,2,27.71,76,18,14,0
895,10583,WARTH,2,1997-06-30,1997-07-04,2,7.28,29,123.79,10,0
896,10583,WARTH,2,1997-06-30,1997-07-04,2,7.28,60,34,24,0.15
897,10583,WARTH,2,1997-06-30,1997-07-04,2,7.28,69,36,10,0.15
898,10584,BLONP,4,1997-06-30,1997-07-04,1,59.14,31,12.5,50,0.05
899,10585,WELLI,7,1997-07-01,1997-07-10,1,13.41,47,9.5,15,0
900,10586,REGGC,9,1997-07-02,1997-07-09,1,0.48,52,7,4,0.15
901,10587,QUEDE,1,1997-07-02,1997-07-09,1,62.52,26,31.23,6,0
902,10587,QUEDE,1,1997-07-02,1997-07-09,1,62.52,35,18,20,0
903,10587,QUEDE,1,1997-07-02,1997-07-09,1,62.52,77,13,20,0
904,10588,QUICK,2,1997-07-03,1997-07-10,3,194.67,18,62.5,40,0.2
905,10588,QUICK,2,1997-07-03,1997-07-10,3,194.67,42,14,100,0.2
906,10589,GREAL,8,1997-07-04,1997-07-14,2,4.42,35,18,4,0
907,10590,MEREP,4,1997-07-07,1997-07-14,3,44.77,1,18,20,0
908,10590,MEREP,4,1997-07-07,1997-07-14,3,44.77,77,13,60,0.05
909,10591,VAFFE,1,1997-07-07,1997-07-16,1,55.92,3,10,14,0
910,10591,VAFFE,1,1997-07-07,1997-07-16,1,55.92,7,30,10,0
911,10591,VAFFE,1,1997-07-07,1997-07-16,1,55.92,54,7.45,50,0
912,10592,LEHMS,3,1997-07-08,1997-07-16,1,32.1,15,15.5,25,0.05
913,10592,LEHMS,3,1997-07-08,1997-07-16,1,32.1,26,31.23,5,0.05
914,10593,LEHMS,7,1997-07-09,1997-08-13,2,174.2,20,81,21,0.2
915,10593,LEHMS,7,1997-07-09,1997-08-13,2,174.2,69,36,20,0.2
916,10593,LEHMS,7,1997-07-09,1997-08-13,2,174.2,76,18,4,0.2
917,10594,OLDWO,3,1997-07-09,1997-07-16,2,5.24,52,7,24,0
918,10594,OLDWO,3,1997-07-09,1997-07-16,2,5.24,58,13.25,30,0
919,10595,ERNSH,2,1997-07-10,1997-07-14,1,96.78,35,18,30,0.25
920,10595,ERNSH,2,1997-07-10,1997-07-14,1,96.78,61,28.5,120,0.25
921,10595,ERNSH,2,1997-07-10,1997-07-14,1,96.78,69,36,65,0.25
922,10596,WHITC,8,1997-07-11,1997-08-12,1,16.34,56,38,5,0.2
923,10596,WHITC,8,1997-07-11,1997-08-12,1,16.34,63,43.9,24,0.2
924,10596,WHITC,8,1997-07-11,1997-08-12,1,16.34,75,7.75,30,0.2
925,10597,PICCO,7,1997-07-11,1997-07-18,3,35.12,24,4.5,35,0.2
926,10597,PICCO,7,1997-07-11,1997-07-18,3,35.12,57,19.5,20,0
927,10597,PICCO,7,1997-07-11,1997-07-18,3,35.12,65,21.05,12,0.2
928,10598,RATTC,1,1997-07-14,1997-07-18,3,44.42,27,43.9,50,0
929,10598,RATTC,1,1997-07-14,1997-07-18,3,44.42,71,21.5,9,0
930,10599,BSBEV,6,1997-07-15,1997-07-21,3,29.98,62,49.3,10,0
931,10600,HUNGC,4,1997-07-16,1997-07-21,1,45.13,54,7.45,4,0
932,10600,HUNGC,4,1997-07-16,1997-07-21,1,45.13,73,15,30,0
933,10601,HILAA,7,1997-07-16,1997-07-22,1,58.3,13,6,60,0
934,10601,HILAA,7,1997-07-16,1997-07-22,1,58.3,59,55,35,0
935,10602,VAFFE,8,1997-07-17,1997-07-22,2,2.92,77,13,5,0.25
936,10603,SAVEA,8,1997-07-18,1997-08-08,2,48.77,22,21,48,0
937,10603,SAVEA,8,1997-07-18,1997-08-08,2,48.77,49,20,25,0.05
938,10604,FURIB,1,1997-07-18,1997-07-29,1,7.46,48,12.75,6,0.1
939,10604,FURIB,1,1997-07-18,1997-07-29,1,7.46,76,18,10,0.1
940,10605,MEREP,1,1997-07-21,1997-07-29,2,379.13,16,17.45,30,0.05
941,10605,MEREP,1,1997-07-21,1997-07-29,2,379.13,59,55,20,0.05
942,10605,MEREP,1,1997-07-21,1997-07-29,2,379.13,60,34,70,0.05
943,10605,MEREP,1,1997-07-21,1997-07-29,2,379.13,71,21.5,15,0.05
944,10606,TRADH,4,1997-07-22,1997-07-31,3,79.4,4,22,20,0.2
945,10606,TRADH,4,1997-07-22,1997-07-31,3,79.4,55,24,20,0.2
946,10606,TRADH,4,1997-07-22,1997-07-31,3,79.4,62,49.3,10,0.2
947,10607,SAVEA,5,1997-07-22,1997-07-25,1,200.24,7,30,45,0
948,10607,SAVEA,5,1997-07-22,1997-07-25,1,200.24,17,39,100,0
949,10607,SAVEA,5,1997-07-22,1997-07-25,1,200.24,33,2.5,14,0
950,10607,SAVEA,5,1997-07-22,1997-07-25,1,200.24,40,18.4,42,0
951,10607,SAVEA,5,1997-07-22,1997-07-25,1,200.24,72,34.8,12,0
952,10608,TOMSP,4,1997-07-23,1997-08-01,2,27.79,56,38,28,0
953,10609,DUMON,7,1997-07-24,1997-07-30,2,1.85,1,18,3,0
954,10609,DUMON,7,1997-07-24,1997-07-30,2,1.85,10,31,10,0
955,10609,DUMON,7,1997-07-24,1997-07-30,2,1.85,21,10,6,0
956,10610,LAMAI,8,1997-07-25,1997-08-06,1,26.78,36,19,21,0.25
957,10611,WOLZA,6,1997-07-25,1997-08-01,2,80.65,1,18,6,0
958,10611,WOLZA,6,1997-07-25,1997-08-01,2,80.65,2,19,10,0
959,10611,WOLZA,6,1997-07-25,1997-08-01,2,80.65,60,34,15,0
960,10612,SAVEA,1,1997-07-28,1997-08-01,2,544.08,10,31,70,0
961,10612,SAVEA,1,1997-07-28,1997-08-01,2,544.08,36,19,55,0
962,10612,SAVEA,1,1997-07-28,1997-08-01,2,544.08,49,20,18,0
963,10612,SAVEA,1,1997-07-28,1997-08-01,2,544.08,60,34,40,0
964,10612,SAVEA,1,1997-07-28,1997-08-01,2,544.08,76,18,80,0
965,10613,HILAA,4,1997-07-29,1997-08-01,2,8.11,13,6,8,0.1
966,10613,HILAA,4,1997-07-29,1997-08-01,2,8.11,75,7.75,40,0
967,10614,BLAUS,8,1997-07-29,1997-08-01,3,1.93,11,21,14,0
968,10614,BLAUS,8,1997-07-29,1997-08-01,3,1.93,21,10,8,0
969,10614,BLAUS,8,1997-07-29,1997-08-01,3,1.93,39,18,5,0
970,10615,WILMK,2,1997-07-30,1997-08-06,3,0.75,55,24,5,0
971,10616,GREAL,1,1997-07-31,1997-08-05,2,116.53,38,263.5,15,0.05
972,10616,GREAL,1,1997-07-31,1997-08-05,2,116.53,56,38,14,0
973,10616,GREAL,1,1997-07-31,1997-08-05,2,116.53,70,15,15,0.05
974,10616,GREAL,1,1997-07-31,1997-08-05,2,116.53,71,21.5,15,0.05
975,10617,GREAL,4,1997-07-31,1997-08-04,2,18.53,59,55,30,0.15
976,10618,MEREP,1,1997-08-01,1997-08-08,1,154.68,6,25,70,0
977,10618,MEREP,1,1997-08-01,1997-08-08,1,154.68,56,38,20,0
978,10618,MEREP,1,1997-08-01,1997-08-08,1,154.68,68,12.5,15,0
979,10619,MEREP,3,1997-08-04,1997-08-07,3,91.05,21,10,42,0
980,10619,MEREP,3,1997-08-04,1997-08-07,3,91.05,22,21,40,0
